date,time,round,home_team,away_team,venue,result,home_goals,away_goals,home_poss,away_poss,home_xg,away_xg,home_sh,away_sh,home_shot_on_target,away_shot_on_target,home_form_last_5,home_avg_goals_last_5,home_avg_goals_conceded_last_5,home_avg_xg_last_5,home_avg_xg_conceded_last_5,home_avg_poss_last_5,home_avg_shots_last_5,home_avg_shots_on_target_last_5,away_form_last_5,away_avg_goals_last_5,away_avg_goals_conceded_last_5,away_avg_xg_last_5,away_avg_xg_conceded_last_5,away_avg_poss_last_5,away_avg_shots_last_5,away_avg_shots_on_target_last_5,home_Arsenal,home_Aston Villa,home_Brighton,home_Burnley,home_Chelsea,home_Crystal Palace,home_Everton,home_Fulham,home_Leeds United,home_Leicester City,home_Liverpool,home_Manchester City,home_Manchester Utd,home_Newcastle Utd,home_Sheffield Utd,home_Southampton,home_Tottenham,home_West Brom,home_West Ham,home_Wolves,away_Arsenal,away_Aston Villa,away_Brighton,away_Burnley,away_Chelsea,away_Crystal Palace,away_Everton,away_Fulham,away_Leeds United,away_Leicester City,away_Liverpool,away_Manchester City,away_Manchester Utd,away_Newcastle Utd,away_Sheffield Utd,away_Southampton,away_Tottenham,away_West Brom,away_West Ham,away_Wolves,form_difference,goals_difference,xg_difference,poss_difference,defensive_difference
2020-10-18,14:00,Matchweek 5,Crystal Palace,Brighton,Home,0,1,1,34.0,66.0,0.8,1.7,0.0,20.0,0.0,3.0,0.0,1.25,1.75,0.8250000000000001,1.675,32.0,7.5,2.0,-0.5,2.0,2.5,1.675,1.2,53.75,13.25,3.75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,-0.75,-0.85,-21.75,0.75
2020-10-18,16:30,Matchweek 5,Tottenham,West Ham,Home,0,3,3,50.0,50.0,1.7,1.9,11.0,13.0,6.0,4.0,0.25,3.0,1.25,2.375,1.2750000000000001,57.0,15.5,7.5,0.0,2.0,1.0,1.85,0.9500000000000001,41.0,14.5,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.25,1.0,0.5249999999999999,16.0,-0.25
2020-10-18,19:15,Matchweek 5,Leicester City,Aston Villa,Home,-1,0,1,50.0,50.0,0.6,0.7,11.0,10.0,5.0,4.0,0.5,3.0,1.75,1.8749999999999998,1.1749999999999998,57.0,8.25,3.75,1.0,3.6666666666666665,0.6666666666666666,1.7,1.1333333333333333,46.0,16.0,6.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5,-0.6666666666666665,0.17499999999999982,11.0,-1.0833333333333335
2020-10-19,17:30,Matchweek 5,West Brom,Burnley,Home,0,0,0,57.0,43.0,0.8,1.1,13.0,9.0,6.0,4.0,-0.75,1.25,3.25,0.375,2.475,32.0,6.75,2.5,-1.0,1.0,2.6666666666666665,0.7666666666666666,1.2,46.0,11.0,3.3333333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0.25,-0.3916666666666666,-14.0,-0.5833333333333335
2020-10-19,20:00,Matchweek 5,Leeds United,Wolves,Home,-1,0,1,66.0,34.0,1.0,0.4,13.0,7.0,2.0,3.0,0.25,2.25,2.0,1.325,1.75,54.25,11.0,6.0,0.0,1.0,1.75,0.9249999999999999,1.55,47.75,11.5,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25,1.25,0.4,6.5,-0.25
2020-10-23,20:00,Matchweek 6,Aston Villa,Leeds United,Home,-1,0,3,41.0,59.0,1.4,2.7,12.0,27.0,3.0,9.0,1.0,3.0,0.5,1.45,1.0,47.0,14.5,5.5,0.0,1.8,1.8,1.26,1.48,56.6,11.4,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,1.2,0.18999999999999995,-9.600000000000001,1.3
2020-10-24,12:30,Matchweek 6,West Ham,Manchester City,Home,0,1,1,31.0,69.0,0.3,1.0,6.0,14.0,2.0,7.0,0.0,2.2,1.4,1.86,1.1,42.8,14.2,4.4,0.25,1.75,1.75,1.325,1.7,61.0,16.25,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.25,0.4500000000000002,0.5350000000000001,-18.200000000000003,0.3500000000000001
2020-10-24,15:00,Matchweek 6,Fulham,Crystal Palace,Home,-1,1,2,64.0,36.0,1.1,2.5,16.0,14.0,3.0,10.0,-0.8,0.8,2.4,0.9800000000000001,1.52,53.8,11.6,3.4,0.0,1.2,1.6,0.8200000000000001,1.6800000000000002,32.4,6.0,1.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-0.3999999999999999,0.16000000000000003,21.4,-0.7999999999999998
2020-10-24,17:30,Matchweek 6,Manchester Utd,Chelsea,Home,0,0,0,51.0,49.0,0.6,0.2,14.0,6.0,4.0,1.0,0.0,2.25,3.0,1.475,2.1,56.0,13.5,4.5,0.2,2.6,1.8,1.72,1.1800000000000002,57.0,12.2,5.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-0.3500000000000001,-0.24499999999999988,-1.0,-1.2
2020-10-24,20:00,Matchweek 6,Liverpool,Sheffield Utd,Home,1,2,1,62.0,38.0,2.3,1.6,17.0,12.0,5.0,1.0,0.4,2.6,2.6,2.38,1.28,60.6,19.0,6.6,-0.8,0.4,1.4,1.0399999999999998,1.14,39.6,8.2,2.4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2000000000000002,2.2,1.34,21.0,-1.2000000000000002
2020-10-25,14:00,Matchweek 6,Southampton,Everton,Home,1,2,0,54.0,46.0,0.7,0.4,13.0,6.0,6.0,2.0,0.0,1.6,1.8,1.3199999999999998,1.1400000000000001,55.2,10.6,5.0,0.8,2.8,1.4,1.9600000000000002,1.1400000000000001,52.4,12.6,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-1.1999999999999997,-0.6400000000000003,2.8000000000000043,-0.40000000000000013
2020-10-25,16:30,Matchweek 6,Wolves,Newcastle Utd,Home,0,1,1,63.0,37.0,0.7,0.3,16.0,5.0,3.0,2.0,0.2,1.0,1.4,0.82,1.44,45.0,10.6,3.0,0.0,1.4,1.8,1.16,1.6800000000000002,41.6,8.4,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,-0.3999999999999999,-0.33999999999999997,3.3999999999999986,0.40000000000000013
2020-10-25,19:15,Matchweek 6,Arsenal,Leicester City,Home,-1,0,1,56.0,44.0,0.7,0.7,12.0,6.0,4.0,2.0,0.2,1.6,1.2,1.16,1.2600000000000002,51.2,8.2,3.8,0.2,2.4,1.6,1.6199999999999999,1.0799999999999998,55.6,8.8,4.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,-0.7999999999999998,-0.45999999999999996,-4.399999999999999,0.40000000000000013
2020-10-26,17:30,Matchweek 6,Brighton,West Brom,Home,0,1,1,50.0,50.0,0.5,0.4,5.0,9.0,3.0,3.0,-0.4,1.8,2.2,1.6800000000000002,1.1199999999999999,56.2,14.6,3.6,-0.6,1.0,2.6,0.45999999999999996,2.2,37.0,8.0,3.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.19999999999999996,0.8,1.2200000000000002,19.200000000000003,0.3999999999999999
2020-10-26,20:00,Matchweek 6,Burnley,Tottenham,Home,-1,0,1,39.0,61.0,1.0,0.6,13.0,9.0,3.0,3.0,-0.75,0.75,2.0,0.85,1.1,45.25,10.5,3.5,0.2,3.0,1.6,2.2399999999999998,1.4,55.6,14.6,7.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.95,-2.25,-1.3899999999999997,-10.350000000000001,-0.3999999999999999
2020-10-30,20:00,Matchweek 7,Wolves,Crystal Palace,Home,1,2,0,45.0,55.0,1.3,0.7,15.0,11.0,5.0,2.0,0.0,0.8,1.6,0.6799999999999999,1.3,48.6,11.6,2.8,0.0,1.4,1.8,1.1,1.72,33.4,7.8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5999999999999999,-0.42000000000000015,15.200000000000003,0.19999999999999996
2020-10-31,12:30,Matchweek 7,Sheffield Utd,Manchester City,Home,-1,0,1,35.0,65.0,0.5,1.6,3.0,16.0,1.0,8.0,-0.8,0.6,1.4,1.16,1.3199999999999998,36.2,8.8,2.4,0.2,1.6,1.6,1.26,1.42,62.6,15.8,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.0,-1.0,-0.10000000000000009,-26.4,0.20000000000000018
2020-10-31,15:00,Matchweek 7,Burnley,Chelsea,Home,-1,0,3,37.0,63.0,0.5,0.9,5.0,14.0,0.0,9.0,-0.8,0.6,1.8,0.8800000000000001,1.0,44.0,11.0,3.4,0.0,2.0,1.6,1.52,1.08,57.2,11.6,4.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-1.4,-0.6399999999999999,-13.200000000000003,-0.19999999999999996
2020-10-31,17:30,Matchweek 7,Liverpool,West Ham,Home,1,2,1,72.0,28.0,1.7,0.3,8.0,4.0,4.0,3.0,0.4,2.2,2.2,2.3,1.54,63.2,18.4,6.8,0.2,2.4,1.2,1.72,0.9800000000000001,37.4,12.4,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,-0.19999999999999973,0.5799999999999998,25.800000000000004,-1.0000000000000002
2020-11-01,12:00,Matchweek 7,Aston Villa,Southampton,Home,-1,3,4,56.0,44.0,1.9,0.7,18.0,9.0,9.0,4.0,0.6,2.4,1.0,1.44,1.34,45.8,14.0,5.0,0.4,2.0,1.6,1.2799999999999998,1.0,52.2,11.4,5.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.19999999999999996,0.3999999999999999,0.16000000000000014,-6.400000000000006,0.6000000000000001
2020-11-01,14:00,Matchweek 7,Newcastle Utd,Everton,Home,1,2,1,39.0,61.0,2.9,1.5,10.0,15.0,3.0,4.0,-0.2,1.2,2.0,0.9,1.6199999999999999,40.6,6.4,2.0,0.4,2.6,1.8,1.8,1.06,52.0,10.8,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6000000000000001,-1.4000000000000001,-0.9,-11.399999999999999,-0.19999999999999996
2020-11-01,16:30,Matchweek 7,Manchester Utd,Arsenal,Home,-1,0,1,54.0,46.0,0.4,1.0,8.0,6.0,2.0,1.0,0.0,1.8,2.4,1.3,1.72,55.0,13.6,4.4,-0.2,1.0,1.4,0.9199999999999999,1.3800000000000001,51.6,8.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0.8,0.3800000000000001,3.3999999999999986,-1.0
2020-11-01,19:15,Matchweek 7,Tottenham,Brighton,Home,1,2,1,44.0,56.0,1.7,0.3,8.0,6.0,2.0,2.0,0.6,3.2,1.4,2.14,1.3599999999999999,57.4,14.6,6.8,-0.2,1.8,1.8,1.56,0.96,55.8,13.0,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.4000000000000001,0.5800000000000001,1.6000000000000014,0.40000000000000013
2020-11-02,17:30,Matchweek 7,Fulham,West Brom,Home,1,2,0,47.0,53.0,1.5,0.5,13.0,10.0,4.0,1.0,-0.8,1.0,2.2,1.1800000000000002,1.64,57.4,13.8,3.6,-0.4,1.2,2.2,0.4600000000000001,1.7399999999999998,39.8,8.4,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.4,-0.19999999999999996,0.7200000000000001,17.6,0.0
2020-11-02,20:00,Matchweek 7,Leeds United,Leicester City,Home,-1,1,4,67.0,33.0,2.1,2.9,11.0,9.0,4.0,7.0,0.4,1.8,1.0,1.7399999999999998,1.22,58.2,15.6,6.4,0.2,2.0,1.6,1.2,1.14,51.6,7.8,3.4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,-0.19999999999999996,0.5399999999999998,6.600000000000001,0.6000000000000001
2020-11-06,17:30,Matchweek 8,Brighton,Burnley,Home,0,0,0,59.0,41.0,1.5,0.5,19.0,4.0,3.0,1.0,-0.6,1.4,2.2,1.26,1.2,56.4,11.8,3.0,-0.8,0.2,1.6,0.7,0.9400000000000001,44.8,8.8,2.4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.20000000000000007,1.2,0.56,11.600000000000001,-0.6000000000000001
2020-11-06,20:00,Matchweek 8,Southampton,Newcastle Utd,Home,1,2,0,61.0,39.0,0.7,0.3,15.0,4.0,7.0,2.0,0.8,2.4,1.2,1.02,0.96,50.8,10.6,4.8,0.2,1.6,1.6,1.38,1.56,39.0,7.2,2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.6000000000000001,0.7999999999999998,-0.3599999999999999,11.799999999999997,0.40000000000000013
2020-11-07,12:30,Matchweek 8,Everton,Manchester Utd,Home,-1,1,3,55.0,45.0,0.4,1.5,7.0,13.0,1.0,5.0,0.0,1.8,1.8,1.32,1.5799999999999998,50.0,10.4,4.2,0.0,1.6,2.0,1.14,1.6,50.8,11.8,4.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.19999999999999996,0.18000000000000016,-0.7999999999999972,0.19999999999999996
2020-11-07,15:00,Matchweek 8,Crystal Palace,Leeds United,Home,1,4,1,36.0,64.0,0.9,0.8,10.0,9.0,6.0,3.0,-0.4,0.8,2.0,0.9200000000000002,1.7400000000000002,39.4,7.4,2.6,0.0,1.2,1.2,1.8800000000000001,1.4599999999999997,61.4,16.0,6.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.4,-0.3999999999999999,-0.96,-22.0,-0.8
2020-11-07,17:30,Matchweek 8,Chelsea,Sheffield Utd,Home,1,4,1,69.0,31.0,2.2,0.4,20.0,6.0,9.0,3.0,0.4,2.6,1.2,1.52,0.76,62.0,13.6,5.8,-0.8,0.6,1.4,1.0799999999999998,1.44,37.4,8.8,2.6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.2000000000000002,2.0,0.44000000000000017,24.6,0.19999999999999996
2020-11-07,20:00,Matchweek 8,West Ham,Fulham,Home,1,1,0,53.0,47.0,1.3,1.7,16.0,12.0,7.0,2.0,0.2,2.4,1.2,1.38,1.1,35.4,10.4,4.4,-0.4,0.8,1.4,1.1400000000000001,1.46,57.0,13.8,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,1.5999999999999999,0.23999999999999977,-21.6,0.19999999999999996
2020-11-08,12:00,Matchweek 8,West Brom,Tottenham,Home,-1,0,1,42.0,58.0,0.8,1.9,12.0,19.0,2.0,5.0,-0.4,0.8,1.6,0.5,1.2600000000000002,44.6,9.2,3.0,0.6,2.6,1.2,2.06,1.02,56.4,14.4,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1.0,-1.8,-1.56,-11.799999999999997,-0.40000000000000013
2020-11-08,14:00,Matchweek 8,Leicester City,Wolves,Home,1,1,0,49.0,51.0,2.0,0.8,8.0,8.0,1.0,2.0,0.2,2.0,1.4,1.5399999999999998,1.28,44.8,6.8,3.6,0.4,1.0,1.0,0.82,1.0599999999999998,50.6,12.6,3.6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.2,1.0,0.7199999999999999,-5.800000000000004,-0.3999999999999999
2020-11-08,16:30,Matchweek 8,Manchester City,Liverpool,Home,0,1,1,54.0,46.0,1.4,1.2,6.0,9.0,2.0,2.0,0.2,1.2,1.4,1.2000000000000002,1.4,62.6,16.4,5.2,0.4,2.2,2.4,2.2199999999999998,1.42,65.4,16.4,6.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.2,-1.0000000000000002,-1.0199999999999996,-2.8000000000000043,1.0
2020-11-08,19:15,Matchweek 8,Arsenal,Aston Villa,Home,-1,0,3,59.0,41.0,1.5,1.8,13.0,15.0,2.0,5.0,-0.2,0.8,1.2,0.9,1.06,48.4,7.8,3.2,0.2,2.8,1.8,1.6199999999999999,1.3,42.8,14.0,6.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,-1.9999999999999998,-0.7199999999999999,5.600000000000001,0.6000000000000001
2020-11-21,12:30,Matchweek 9,Newcastle Utd,Chelsea,Home,-1,0,2,30.0,70.0,0.3,1.5,8.0,14.0,1.0,3.0,0.0,1.4,1.8,1.24,1.1199999999999999,40.0,7.0,3.0,0.6,2.8,0.8,1.56,0.72,60.8,13.2,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,-1.4,-0.32000000000000006,-20.799999999999997,-1.0
2020-11-21,15:00,Matchweek 9,Aston Villa,Brighton,Home,-1,1,2,56.0,44.0,1.5,1.4,15.0,7.0,4.0,3.0,0.2,2.8,1.8,1.7,1.4600000000000002,43.8,14.6,6.4,-0.4,1.0,1.6,1.06,1.0,57.6,12.2,2.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,1.7999999999999998,0.6399999999999999,-13.800000000000004,-0.19999999999999996
2020-11-21,17:30,Matchweek 9,Tottenham,Manchester City,Home,1,2,0,34.0,66.0,0.7,1.4,4.0,22.0,2.0,5.0,0.8,2.6,1.0,1.86,0.9800000000000001,54.8,13.6,4.6,0.4,1.0,0.6,1.3,1.06,59.0,14.4,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.4,1.6,0.56,-4.200000000000003,-0.4
2020-11-21,20:00,Matchweek 9,Manchester Utd,West Brom,Home,1,1,0,63.0,37.0,2.4,0.6,16.0,7.0,6.0,2.0,0.0,1.6,1.8,1.14,1.1800000000000002,50.4,13.2,4.6,-0.6,0.2,1.2,0.54,1.24,48.0,9.8,2.8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6,1.4000000000000001,0.5999999999999999,2.3999999999999986,-0.6000000000000001
2020-11-22,12:00,Matchweek 9,Fulham,Everton,Home,-1,2,3,54.0,46.0,1.9,2.0,13.0,9.0,6.0,7.0,-0.4,0.8,1.0,1.34,1.44,53.6,13.0,3.4,-0.4,1.6,2.2,1.0200000000000002,1.8,49.4,10.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.8,0.31999999999999984,4.200000000000003,1.2000000000000002
2020-11-22,14:00,Matchweek 9,Sheffield Utd,West Ham,Home,-1,0,1,51.0,49.0,0.9,2.1,9.0,15.0,5.0,3.0,-0.8,0.8,2.0,0.8800000000000001,1.64,36.4,7.2,2.4,0.2,1.8,1.2,1.1600000000000001,1.3399999999999999,38.6,10.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1.0,-1.0,-0.28,-2.200000000000003,-0.8
2020-11-22,16:30,Matchweek 9,Leeds United,Arsenal,Home,0,0,0,66.0,34.0,1.8,0.9,25.0,9.0,4.0,2.0,-0.4,1.2,2.0,1.8,1.3599999999999999,61.4,14.4,5.0,-0.2,0.6,1.2,0.9400000000000001,0.8800000000000001,53.4,9.6,3.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0.6,0.86,8.0,-0.8
2020-11-22,19:15,Matchweek 9,Liverpool,Leicester City,Home,1,3,0,56.0,44.0,3.1,1.6,24.0,11.0,11.0,4.0,0.2,1.8,2.4,1.92,1.44,61.4,14.0,5.4,0.2,1.2,1.0,1.3599999999999999,1.26,49.0,7.6,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.6000000000000001,0.56,12.399999999999999,-1.4
2020-11-23,17:30,Matchweek 9,Burnley,Crystal Palace,Home,1,1,0,46.0,54.0,1.5,1.5,10.0,15.0,4.0,5.0,-0.6,0.2,1.4,0.7,1.12,42.4,7.6,2.2,0.0,1.4,1.8,1.02,1.52,38.2,7.8,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,-1.2,-0.32000000000000006,4.199999999999996,0.40000000000000013
2020-11-23,20:00,Matchweek 9,Wolves,Southampton,Home,0,1,1,46.0,54.0,1.5,1.0,20.0,7.0,9.0,2.0,0.4,1.0,0.4,0.8799999999999999,0.9800000000000001,48.2,12.0,3.6,0.8,2.6,1.2,1.0399999999999998,0.9199999999999999,53.6,12.6,6.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-0.4,-1.6,-0.15999999999999992,-5.399999999999999,0.7999999999999999
2020-11-27,20:00,Matchweek 10,Crystal Palace,Newcastle Utd,Home,-1,0,2,57.0,43.0,0.6,1.3,12.0,14.0,3.0,7.0,0.0,1.4,1.2,1.28,1.28,43.0,10.0,4.6,-0.4,0.8,2.0,0.9399999999999998,1.3399999999999999,36.4,6.8,2.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.4,0.5999999999999999,0.3400000000000002,6.600000000000001,0.8
2020-11-28,12:30,Matchweek 10,Brighton,Liverpool,Home,0,1,1,40.0,60.0,2.3,0.2,9.0,6.0,2.0,2.0,0.0,1.0,1.0,1.08,0.9800000000000001,55.0,11.4,2.8,0.6,2.0,1.0,2.1799999999999997,1.22,58.8,16.0,6.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6,-1.0,-1.0999999999999996,-3.799999999999997,0.0
2020-11-28,15:00,Matchweek 10,Manchester City,Burnley,Home,1,5,0,68.0,32.0,1.7,0.5,19.0,9.0,6.0,1.0,0.2,0.8,0.8,1.34,0.72,62.4,14.2,5.4,-0.2,0.2,0.8,0.9199999999999999,1.06,41.2,8.2,2.4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.6000000000000001,0.42000000000000015,21.199999999999996,0.0
2020-11-28,17:30,Matchweek 10,Everton,Leeds United,Home,-1,0,1,41.0,59.0,1.2,2.9,15.0,23.0,8.0,6.0,-0.4,1.4,2.2,1.1,1.92,50.0,9.6,3.8,-0.4,1.0,1.8,1.6800000000000002,1.3,64.4,17.0,4.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.3999999999999999,-0.5800000000000001,-14.400000000000006,-0.40000000000000013
2020-11-28,20:00,Matchweek 10,West Brom,Sheffield Utd,Home,1,1,0,49.0,51.0,1.2,2.9,17.0,21.0,6.0,5.0,-0.6,0.2,1.0,0.6199999999999999,1.48,47.8,10.2,2.8,-0.8,0.6,1.8,1.02,1.94,39.4,7.8,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.20000000000000007,-0.39999999999999997,-0.40000000000000013,8.399999999999999,0.8
2020-11-29,14:00,Matchweek 10,Southampton,Manchester Utd,Home,-1,2,3,50.0,50.0,0.5,2.1,10.0,15.0,5.0,6.0,0.6,2.4,1.4,1.0,1.18,52.0,11.4,5.0,0.4,1.6,0.6,1.44,0.62,55.2,15.6,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.19999999999999996,0.7999999999999998,-0.43999999999999995,-3.200000000000003,-0.7999999999999999
