date,time,round,home_team,away_team,venue,result,home_goals,away_goals,home_poss,away_poss,home_xg,away_xg,home_sh,away_sh,home_shot_on_target,away_shot_on_target,home_form_last_5,home_avg_goals_last_5,home_avg_goals_conceded_last_5,home_avg_xg_last_5,home_avg_xg_conceded_last_5,home_avg_poss_last_5,home_avg_shots_last_5,home_avg_shots_on_target_last_5,away_form_last_5,away_avg_goals_last_5,away_avg_goals_conceded_last_5,away_avg_xg_last_5,away_avg_xg_conceded_last_5,away_avg_poss_last_5,away_avg_shots_last_5,away_avg_shots_on_target_last_5,home_Arsenal,home_Aston Villa,home_Bournemouth,home_Brentford,home_Brighton,home_Chelsea,home_Crystal Palace,home_Everton,home_Fulham,home_Ipswich Town,home_Leicester City,home_Liverpool,home_Manchester City,home_Manchester Utd,home_Newcastle Utd,home_Nott'ham Forest,home_Southampton,home_Tottenham,home_West Ham,home_Wolves,away_Arsenal,away_Aston Villa,away_Bournemouth,away_Brentford,away_Brighton,away_Chelsea,away_Crystal Palace,away_Everton,away_Fulham,away_Ipswich Town,away_Leicester City,away_Liverpool,away_Manchester City,away_Manchester Utd,away_Newcastle Utd,away_Nott'ham Forest,away_Southampton,away_Tottenham,away_West Ham,away_Wolves,form_difference,goals_difference,xg_difference,poss_difference,defensive_difference
2024-09-21,15:00,Matchweek 5,Leicester City,Everton,Home,0,1,1,58.0,42.0,0.7,1.1,12.0,17.0,2.0,5.0,-0.5,1.25,1.75,0.8,1.725,41.75,8.75,3.5,-1.0,1.0,3.25,1.05,2.075,36.25,10.75,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.25,-0.25,5.5,1.5
2024-09-21,15:00,Matchweek 5,Liverpool,Bournemouth,Home,1,3,0,58.0,42.0,2.0,1.1,19.0,19.0,12.0,6.0,0.5,1.75,0.25,1.95,0.7,59.75,15.5,5.25,0.0,1.25,1.25,1.875,1.375,43.25,16.0,5.25,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0.5,0.07499999999999996,16.5,1.0
2024-09-21,15:00,Matchweek 5,Southampton,Ipswich Town,Home,0,1,1,53.0,47.0,2.4,1.6,11.0,13.0,3.0,6.0,-1.0,0.25,2.0,1.125,1.975,62.0,11.75,3.0,-0.5,0.5,1.75,0.375,2.1,35.75,6.25,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5,-0.25,0.75,26.25,-0.25
2024-09-21,15:00,Matchweek 5,Tottenham,Brentford,Home,1,3,1,48.0,52.0,3.5,0.8,23.0,6.0,9.0,6.0,-0.25,1.5,1.0,1.375,1.125,67.0,15.75,6.0,0.0,1.5,1.5,1.475,1.8250000000000002,41.75,11.25,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.25,0.0,-0.10000000000000009,25.25,0.5
2024-09-21,17:30,Matchweek 5,Crystal Palace,Manchester Utd,Home,0,0,0,33.0,67.0,1.0,1.6,9.0,15.0,4.0,6.0,-0.5,1.0,1.75,1.375,1.65,54.0,14.0,3.5,0.0,1.25,1.25,1.95,1.35,54.0,13.25,5.25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.5,-0.25,-0.575,0.0,-0.5
2024-09-22,14:00,Matchweek 5,Brighton,Nott'ham Forest,Home,0,2,2,70.0,30.0,1.0,1.4,14.0,3.0,3.0,2.0,0.5,1.5,0.5,1.7,1.075,60.0,16.75,4.75,0.5,1.0,0.5,1.225,0.725,43.25,14.5,6.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.5,0.47499999999999987,16.75,0.0
2024-09-22,16:30,Matchweek 5,Manchester City,Arsenal,Home,0,2,2,77.0,23.0,2.1,0.7,33.0,5.0,11.0,3.0,1.0,2.75,0.75,2.3,0.75,62.0,16.25,6.0,0.75,1.5,0.25,1.225,1.025,46.5,11.25,5.25,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,1.25,1.0749999999999997,15.5,-0.5
2024-09-28,12:30,Matchweek 6,Newcastle Utd,Manchester City,Home,0,1,1,38.0,62.0,1.6,0.9,10.0,16.0,3.0,6.0,0.4,1.4,1.2,1.34,1.72,46.2,11.2,4.0,0.8,2.6,1.0,2.2600000000000002,0.74,65.0,19.6,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.4,-1.2000000000000002,-0.9200000000000002,-18.799999999999997,-0.19999999999999996
2024-09-28,15:00,Matchweek 6,Arsenal,Leicester City,Home,1,4,2,74.0,26.0,4.4,0.3,35.0,5.0,16.0,3.0,0.6,1.6,0.6,1.1199999999999999,1.24,41.8,10.0,4.8,-0.4,1.2,1.6,0.78,1.6,45.0,9.4,3.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1.0,0.40000000000000013,0.33999999999999986,-3.200000000000003,1.0
2024-09-28,15:00,Matchweek 6,Brentford,West Ham,Home,0,1,1,57.0,43.0,0.4,1.0,8.0,19.0,3.0,3.0,-0.2,1.4,1.8,1.34,2.16,43.8,10.2,5.0,-0.4,1.0,1.8,1.22,2.0,45.2,13.4,3.4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.2,0.3999999999999999,0.1200000000000001,-1.4000000000000057,0.0
2024-09-28,15:00,Matchweek 6,Chelsea,Brighton,Home,1,4,2,41.0,59.0,4.2,1.1,14.0,15.0,5.0,5.0,0.4,2.2,1.0,1.6,1.16,56.6,11.8,5.2,0.4,1.6,0.8,1.56,1.1400000000000001,62.0,16.2,4.4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.6000000000000001,0.040000000000000036,-5.399999999999999,-0.19999999999999996
2024-09-28,15:00,Matchweek 6,Everton,Crystal Palace,Home,1,2,1,41.0,59.0,0.9,0.9,8.0,17.0,2.0,4.0,-0.8,1.0,2.8,1.06,1.8,37.4,12.0,3.4,-0.4,0.8,1.4,1.3,1.64,49.8,13.0,3.6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4,0.19999999999999996,-0.24,-12.399999999999999,-1.4
2024-09-28,15:00,Matchweek 6,Nott'ham Forest,Fulham,Home,-1,0,1,41.0,59.0,0.8,1.3,11.0,13.0,1.0,1.0,0.4,1.2,0.8,1.26,0.78,40.6,12.2,5.2,0.2,1.4,1.0,1.36,1.1400000000000001,48.8,16.0,5.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.19999999999999996,-0.10000000000000009,-8.199999999999996,0.19999999999999996
2024-09-28,17:30,Matchweek 6,Wolves,Liverpool,Home,-1,1,2,45.0,55.0,0.6,2.5,8.0,9.0,3.0,5.0,-0.8,1.0,2.8,0.96,1.4,46.2,10.8,3.6,0.6,2.0,0.2,1.9600000000000002,0.78,59.4,16.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.4,-1.0,-1.0000000000000002,-13.199999999999996,-2.5999999999999996
2024-09-29,14:00,Matchweek 6,Ipswich Town,Aston Villa,Home,0,2,2,44.0,56.0,1.2,0.8,15.0,7.0,5.0,3.0,-0.4,0.6,1.6,0.62,2.16,38.0,7.6,2.8,0.6,2.0,1.4,1.6800000000000002,1.0,51.2,12.4,4.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.0,-1.4,-1.06,-13.200000000000003,-0.20000000000000018
2024-09-29,16:30,Matchweek 6,Manchester Utd,Tottenham,Home,-1,0,3,39.0,61.0,1.0,4.4,11.0,24.0,2.0,10.0,0.0,1.0,1.0,1.8800000000000001,1.28,56.6,13.6,5.4,0.0,1.8,1.0,1.8,1.06,63.2,17.2,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,-0.8,0.08000000000000007,-6.600000000000001,0.0
2024-09-30,20:00,Matchweek 6,Bournemouth,Southampton,Home,1,3,1,40.0,60.0,1.3,0.6,14.0,9.0,6.0,3.0,-0.2,1.0,1.6,1.72,1.5,43.0,16.6,5.4,-0.8,0.4,1.8,1.3800000000000001,1.9,60.2,11.6,3.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6000000000000001,0.6,0.33999999999999986,-17.200000000000003,0.19999999999999996
2024-10-05,12:30,Matchweek 7,Crystal Palace,Liverpool,Home,-1,0,1,32.0,68.0,0.6,1.4,9.0,16.0,5.0,4.0,-0.4,0.8,1.4,1.24,1.5,50.8,13.6,3.2,0.6,2.0,0.4,1.9400000000000002,0.8,58.0,14.4,6.6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-1.0,-1.2,-0.7000000000000002,-7.200000000000003,-0.9999999999999999
2024-10-05,15:00,Matchweek 7,Arsenal,Southampton,Home,1,3,1,59.0,41.0,2.8,0.6,29.0,8.0,6.0,2.0,0.6,2.0,1.0,1.7600000000000002,1.2,46.0,13.4,6.8,-0.8,0.6,2.2,1.1400000000000001,2.1,56.8,9.6,3.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4,1.4,0.6200000000000001,-10.799999999999997,1.2000000000000002
2024-10-05,15:00,Matchweek 7,Brentford,Wolves,Home,1,5,3,44.0,56.0,4.2,1.0,18.0,17.0,11.0,6.0,-0.4,1.2,1.8,1.0999999999999999,2.12,46.0,10.0,4.6,-0.8,1.2,2.8,0.9799999999999999,1.6600000000000001,45.8,10.6,3.6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.4,0.0,0.12,0.20000000000000284,0.9999999999999998
2024-10-05,15:00,Matchweek 7,Leicester City,Bournemouth,Home,1,1,0,45.0,55.0,0.8,2.1,6.0,19.0,2.0,2.0,-0.6,1.4,2.2,0.6399999999999999,2.2399999999999998,44.2,9.0,3.2,0.0,1.4,1.6,1.7399999999999998,1.3599999999999999,41.6,16.8,5.8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6,0.0,-1.0999999999999999,2.6000000000000014,-0.6000000000000001
2024-10-05,15:00,Matchweek 7,Manchester City,Fulham,Home,1,3,2,58.0,42.0,1.6,2.6,20.0,11.0,7.0,4.0,0.6,2.4,1.2,2.28,0.86,67.0,20.6,7.2,0.6,1.6,0.8,1.54,0.82,51.6,16.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.7999999999999998,0.7399999999999998,15.399999999999999,-0.3999999999999999
2024-10-05,15:00,Matchweek 7,West Ham,Ipswich Town,Home,1,4,1,52.0,48.0,3.6,0.6,23.0,9.0,12.0,2.0,-0.2,1.0,1.6,0.96,1.6800000000000002,43.4,14.6,3.6,-0.2,1.0,1.6,0.76,1.8,39.2,9.2,3.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.19999999999999996,4.199999999999996,0.0
2024-10-05,17:30,Matchweek 7,Everton,Newcastle Utd,Home,0,0,0,33.0,67.0,0.7,2.1,8.0,13.0,2.0,1.0,-0.4,1.4,2.4,1.1400000000000001,1.7,37.6,11.8,3.6,0.2,1.4,1.4,1.6,1.54,49.2,12.6,4.4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.6000000000000001,0.0,-0.45999999999999996,-11.600000000000001,-1.0
2024-10-06,14:00,Matchweek 7,Aston Villa,Manchester Utd,Home,0,0,0,53.0,47.0,0.5,0.6,11.0,10.0,1.0,4.0,0.4,2.0,1.6,1.44,0.78,52.8,10.8,4.2,-0.4,0.8,1.6,1.6,2.08,53.4,13.0,4.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.8,1.2,-0.16000000000000014,-0.6000000000000014,0.0
2024-10-06,14:00,Matchweek 7,Chelsea,Nott'ham Forest,Home,0,1,1,65.0,35.0,2.3,0.9,22.0,16.0,8.0,9.0,0.8,3.0,1.0,2.2399999999999998,1.22,55.2,12.6,5.6,0.2,1.0,0.8,1.16,0.8,38.2,11.6,3.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6000000000000001,2.0,1.0799999999999998,17.0,-0.19999999999999996
2024-10-06,16:30,Matchweek 7,Brighton,Tottenham,Home,1,3,2,41.0,59.0,1.8,1.3,11.0,13.0,4.0,3.0,0.0,1.4,1.6,1.5000000000000002,1.8800000000000001,61.8,17.2,4.4,0.2,2.2,0.8,2.44,1.06,61.4,19.0,7.4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.2,-0.8000000000000003,-0.9399999999999997,0.3999999999999986,-0.8
2024-10-19,12:30,Matchweek 8,Tottenham,West Ham,Home,1,4,1,57.0,43.0,1.9,0.8,22.0,11.0,7.0,3.0,-0.2,1.8,1.4,2.22,1.22,59.2,19.0,6.6,-0.2,1.4,1.8,1.4,1.54,45.4,15.6,5.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.40000000000000013,0.8200000000000003,13.800000000000004,0.40000000000000013
2024-10-19,15:00,Matchweek 8,Fulham,Aston Villa,Home,-1,1,3,52.0,48.0,1.8,1.6,9.0,14.0,3.0,5.0,0.2,1.6,1.2,1.7,1.02,49.2,15.2,5.0,0.6,2.0,1.2,1.3,0.72,55.4,10.8,3.8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.39999999999999997,-0.3999999999999999,0.3999999999999999,-6.199999999999996,0.0
2024-10-19,15:00,Matchweek 8,Ipswich Town,Everton,Home,-1,0,2,55.0,45.0,1.3,1.7,13.0,11.0,2.0,8.0,-0.2,1.0,1.6,0.8200000000000001,1.86,43.8,10.8,3.6,-0.2,1.4,1.6,1.08,1.64,38.2,11.4,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.3999999999999999,-0.26,5.599999999999994,0.0
2024-10-19,15:00,Matchweek 8,Manchester Utd,Brentford,Home,1,2,1,50.0,50.0,1.3,0.9,23.0,8.0,11.0,2.0,-0.2,0.6,1.2,1.44,1.7600000000000002,52.4,12.8,5.0,0.0,2.2,2.0,1.8399999999999999,1.8200000000000003,47.2,12.0,6.4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,-1.6,-0.3999999999999999,5.199999999999996,0.8
2024-10-19,15:00,Matchweek 8,Newcastle Utd,Brighton,Home,-1,0,1,60.0,40.0,2.0,1.1,21.0,10.0,6.0,5.0,0.2,1.2,1.2,1.7,1.24,50.4,12.4,3.6,0.0,1.6,1.8,1.44,1.86,60.4,16.6,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.40000000000000013,0.26,-10.0,0.6000000000000001
2024-10-19,15:00,Matchweek 8,Southampton,Leicester City,Home,-1,2,3,42.0,58.0,2.1,3.1,14.0,17.0,7.0,3.0,-0.8,0.8,2.6,1.24,2.2199999999999998,52.2,10.2,3.2,-0.2,1.4,1.8,0.6799999999999999,2.3,44.0,8.2,2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6000000000000001,-0.5999999999999999,0.56,8.200000000000003,-0.8
2024-10-19,17:30,Matchweek 8,Bournemouth,Arsenal,Home,1,2,0,49.0,51.0,1.8,0.7,12.0,6.0,3.0,1.0,-0.2,1.2,1.6,1.72,1.2,44.8,17.4,5.4,0.6,2.2,1.2,2.1399999999999997,1.08,45.8,17.4,7.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-1.0000000000000002,-0.4199999999999997,-1.0,-0.40000000000000013
2024-10-20,14:00,Matchweek 8,Wolves,Manchester City,Home,-1,1,2,23.0,77.0,0.8,1.6,3.0,22.0,2.0,7.0,-0.8,1.4,2.6,0.8,2.18,49.0,11.6,4.0,0.6,2.2,1.4,1.94,1.32,63.6,22.0,7.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1.4,-0.8000000000000003,-1.14,-14.600000000000001,-1.2000000000000002
2024-10-20,16:30,Matchweek 8,Liverpool,Chelsea,Home,1,2,1,43.0,57.0,1.9,1.0,8.0,12.0,4.0,2.0,0.6,1.8,0.4,1.7200000000000002,0.82,59.2,13.8,5.8,0.6,2.0,0.8,2.38,1.02,56.2,14.2,5.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.19999999999999996,-0.6599999999999997,3.0,0.4
2024-10-21,20:00,Matchweek 8,Nott'ham Forest,Crystal Palace,Home,1,1,0,51.0,49.0,1.7,1.0,20.0,20.0,6.0,7.0,0.0,1.0,1.0,0.9,1.2399999999999998,38.0,10.2,4.0,-0.4,0.8,1.2,1.1,1.5,45.6,12.6,3.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0.19999999999999996,-0.20000000000000007,-7.600000000000001,0.19999999999999996
2024-10-25,20:00,Matchweek 9,Leicester City,Nott'ham Forest,Home,-1,1,3,65.0,35.0,0.8,1.7,11.0,20.0,1.0,5.0,0.2,1.8,1.8,1.22,2.4400000000000004,44.2,9.8,2.8,0.2,1.0,0.8,1.0399999999999998,1.3,37.8,11.0,4.2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.8,0.18000000000000016,6.400000000000006,-1.0
2024-10-26,15:00,Matchweek 9,Aston Villa,Bournemouth,Home,0,1,1,57.0,43.0,1.8,0.3,18.0,10.0,8.0,3.0,0.6,2.2,1.2,1.3400000000000003,1.0,56.4,11.6,3.8,-0.2,1.0,1.2,1.6,0.9799999999999999,44.0,16.4,4.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,1.2000000000000002,-0.2599999999999998,12.399999999999999,0.0
2024-10-26,15:00,Matchweek 9,Brentford,Ipswich Town,Home,1,4,3,65.0,35.0,4.0,1.3,19.0,11.0,8.0,5.0,-0.4,1.8,2.2,1.46,1.78,49.8,9.6,5.4,-0.4,0.8,1.8,1.0,2.02,45.2,11.2,3.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.45999999999999996,4.599999999999994,-0.40000000000000013
2024-10-26,15:00,Matchweek 9,Brighton,Wolves,Home,0,2,2,51.0,49.0,1.3,1.3,19.0,14.0,6.0,7.0,0.2,1.6,1.6,1.3199999999999998,1.8400000000000003,55.6,14.2,4.6,-1.0,1.4,2.8,0.82,2.3,44.0,10.0,4.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.2,0.20000000000000018,0.4999999999999999,11.600000000000001,1.1999999999999997
2024-10-26,15:00,Matchweek 9,Manchester City,Southampton,Home,1,1,0,57.0,43.0,2.9,0.2,22.0,5.0,7.0,2.0,0.6,2.0,1.4,1.6600000000000001,1.34,65.6,21.8,7.6,-0.8,1.0,2.6,1.3599999999999999,2.2800000000000002,48.0,9.4,3.4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.4,1.0,0.30000000000000027,17.599999999999994,1.2000000000000002
2024-10-26,17:30,Matchweek 9,Everton,Fulham,Home,0,1,1,40.0,60.0,0.8,1.2,10.0,14.0,5.0,3.0,0.2,1.4,1.0,1.06,1.42,37.8,10.0,3.8,0.0,1.6,1.6,1.8800000000000001,1.26,49.2,15.2,4.8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.2,-0.20000000000000018,-0.8200000000000001,-11.400000000000006,0.6000000000000001
2024-10-27,14:00,Matchweek 9,Chelsea,Newcastle Utd,Home,1,2,1,50.0,50.0,1.6,1.8,17.0,11.0,7.0,2.0,0.4,2.0,1.0,2.1,1.3,55.2,14.0,4.6,-0.2,0.8,1.2,1.7399999999999998,1.22,55.4,14.8,4.2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.6000000000000001,1.2,0.3600000000000003,-0.19999999999999574,0.19999999999999996
2024-10-27,14:00,Matchweek 9,Crystal Palace,Tottenham,Home,1,1,0,34.0,66.0,0.8,0.7,14.0,11.0,6.0,3.0,-0.6,0.6,1.2,1.2,1.3599999999999999,47.8,14.8,4.6,0.2,2.4,1.2,2.3600000000000003,1.02,57.6,19.4,6.8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-0.8,-1.7999999999999998,-1.1600000000000004,-9.800000000000004,0.0
2024-10-27,14:00,Matchweek 9,West Ham,Manchester Utd,Home,1,2,1,42.0,58.0,2.8,2.3,11.0,18.0,2.0,5.0,-0.2,1.4,2.0,1.42,1.3199999999999998,47.4,15.8,5.6,0.2,1.0,0.8,1.4200000000000002,1.5800000000000003,51.8,15.8,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-0.4,0.3999999999999999,-2.220446049250313e-16,-4.399999999999999,-1.2
2024-10-27,16:30,Matchweek 9,Arsenal,Liverpool,Home,0,2,2,45.0,55.0,0.9,0.8,9.0,9.0,3.0,4.0,0.4,2.0,1.4,1.8599999999999999,1.1,48.8,16.4,6.0,0.6,1.6,0.6,1.7399999999999998,0.74,58.4,13.2,6.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.19999999999999996,0.3999999999999999,0.1200000000000001,-9.600000000000001,-0.7999999999999999
2024-11-02,12:30,Matchweek 10,Newcastle Utd,Arsenal,Home,1,1,0,37.0,63.0,0.5,1.1,9.0,10.0,4.0,0.0,-0.6,0.6,1.4,1.8,1.3000000000000003,55.2,14.2,3.4,0.2,2.2,1.8,1.9,1.1199999999999999,50.4,16.8,5.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.8,-1.6,-0.09999999999999987,4.800000000000004,0.40000000000000013
2024-11-02,15:00,Matchweek 10,Bournemouth,Manchester City,Home,1,2,1,36.0,64.0,2.0,1.6,12.0,18.0,6.0,4.0,0.0,1.2,1.2,1.32,1.1800000000000002,45.8,14.8,4.0,0.6,1.8,1.2,1.8200000000000003,1.1800000000000002,66.2,22.6,7.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6,-0.6000000000000001,-0.5000000000000002,-20.400000000000006,0.0
2024-11-02,15:00,Matchweek 10,Ipswich Town,Leicester City,Home,0,1,1,43.0,57.0,1.0,1.5,14.0,20.0,2.0,5.0,-0.6,1.4,2.6,1.2,2.5,45.8,12.2,4.0,0.0,1.6,2.0,1.1400000000000001,2.2800000000000002,50.4,10.2,2.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-0.6,-0.20000000000000018,0.05999999999999983,-4.600000000000001,-0.6000000000000001
2024-11-02,15:00,Matchweek 10,Liverpool,Brighton,Home,1,2,1,49.0,51.0,1.6,1.0,16.0,13.0,8.0,5.0,0.8,2.0,0.8,1.72,0.8400000000000001,55.8,12.2,5.8,0.2,2.0,2.0,1.2600000000000002,2.04,52.2,13.8,4.6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6000000000000001,0.0,0.45999999999999974,3.5999999999999943,1.2
